# Server version 0.08 running on www.smart-browser.com:8123
# Game ID: 36
# Board class: halma.CCBoard
# Timeout: 300000
# Date: Tue Apr 08 21:16:56 EDT 2014
# Player 1: Player-0, '110121860', running on www.smart-browser.com
# Player 2: Player-1, 'random', running on www.smart-browser.com
# Player 3: Player-2, 'random', running on www.smart-browser.com
# Player 4: Player-3, 'random', running on www.smart-browser.com
START Player-0 110121860
0 (9,9) (10,9)
1 (13,6) (12,5)
2 (1,14) (2,13)
3 (13,13) (13,12)
0 (10,9) (11,10)
1 (15,1) (14,2)
2 (0,14) (1,14)
3 (10,10) (10,9)
0 (11,10) (12,10)
1 (11,1) (11,2)
2 (1,14) (0,14)
3 (14,13) (15,12)
0 (2,5) (3,6)
1 (15,5) (15,6)
2 (6,14) (6,15)
3 (13,12) (14,13)
0 (3,6) (4,7)
1 (15,4) (15,5)
2 (4,15) (3,15)
3 (10,9) (9,9)
0 (7,6) (8,7)
1 (11,0) (12,0)
2 (0,15) (1,15)
3 (14,13) (13,12)
0 (8,7) (9,8)
1 (12,5) (13,6)
2 (3,15) (4,15)
3 (11,14) (12,13)
0 (9,8) (10,9)
1 (10,2) (9,1)
2 (2,13) (3,13)
3 (11,11) (10,12)
0 (10,9) (11,10)
1 (15,2) (13,4)
1 null null
2 (1,15) (2,15)
3 (9,12) (10,11)
0 (11,10) (13,10)
0 null null
1 (13,6) (14,6)
2 (3,13) (2,13)
3 (9,9) (8,9)
0 (13,10) (14,11)
1 (15,6) (14,5)
2 (4,14) (5,14)
3 (11,15) (11,14)
0 (14,11) (15,11)
1 (14,3) (14,4)
2 (4,15) (3,15)
3 (13,12) (13,13)
0 (15,11) (15,10)
1 (14,5) (15,6)
2 (3,12) (2,12)
3 (13,13) (14,12)
0 (15,10) (15,9)
1 (13,4) (12,5)
2 (0,13) (1,14)
3 (13,15) (14,14)
0 (0,2) (2,4)
0 null null
1 (9,1) (9,2)
2 (4,13) (5,13)
3 (8,15) (8,14)
0 (2,4) (3,5)
1 (15,5) (13,3)
1 (13,3) (15,1)
1 null null
2 (2,15) (1,15)
3 (14,12) (13,13)
0 (6,4) (7,5)
1 (12,3) (12,4)
2 (3,15) (4,14)
3 (14,10) (14,11)
0 (7,5) (8,6)
1 (13,1) (12,2)
2 (0,12) (0,11)
3 (11,14) (12,15)
0 (8,6) (9,7)
1 (12,5) (13,5)
2 (5,14) (4,15)
3 (10,11) (11,11)
0 (3,1) (4,2)
1 (11,3) (10,3)
2 (6,15) (6,14)
3 (8,14) (7,15)
0 (4,2) (5,3)
1 (12,4) (11,5)
2 (5,13) (5,14)
3 (10,12) (9,11)
0 (5,3) (6,4)
1 (14,2) (14,3)
2 (4,15) (4,13)
2 null null
3 (8,9) (9,8)
0 (6,4) (7,5)
1 (13,5) (13,4)
2 (4,14) (4,12)
2 null null
3 (9,8) (8,8)
0 (7,5) (8,6)
1 (15,0) (15,2)
1 null null
2 (0,11) (0,12)
3 (11,11) (13,11)
3 (13,11) (11,9)
3 null null
0 (8,6) (10,8)
0 null null
1 (9,2) (10,1)
2 (4,12) (3,12)
3 (14,11) (13,12)
0 (10,8) (11,8)
1 (14,6) (13,7)
2 (0,12) (1,13)
3 (13,13) (13,14)
0 (12,11) (14,13)
0 null null
1 (14,3) (12,5)
1 (12,5) (10,5)
1 null null
2 (1,14) (2,15)
3 (14,14) (13,13)
0 (3,5) (4,6)
1 (12,2) (11,1)
2 (4,13) (3,13)
3 (13,13) (12,12)
0 (4,6) (5,7)
1 (14,4) (14,3)
2 (1,13) (3,11)
2 (3,11) (5,9)
2 null null
3 (11,9) (10,8)
0 (5,7) (6,8)
1 (13,4) (12,5)
2 (0,14) (1,14)
3 (12,13) (11,12)
0 (6,8) (7,9)
1 (15,1) (15,0)
2 (5,14) (7,14)
2 null null
3 (13,12) (13,11)
0 (5,6) (6,7)
1 (15,6) (14,6)
2 (4,10) (6,8)
2 null null
3 (13,14) (14,15)
0 (15,9) (15,8)
1 (14,3) (13,3)
2 (2,12) (2,11)
3 (9,11) (10,12)
0 (6,3) (7,4)
1 (11,2) (11,0)
1 null null
2 (2,15) (3,15)
3 (12,15) (13,14)
0 (7,4) (8,5)
1 (15,2) (14,3)
2 (2,10) (2,12)
2 (2,12) (4,12)
2 (4,12) (2,14)
2 (2,14) (0,14)
2 null null
3 (15,12) (15,14)
3 (15,14) (13,12)
3 null null
0 (12,10) (14,12)
0 null null
1 (12,5) (13,5)
2 (6,14) (6,15)
3 (13,12) (15,12)
3 null null
0 (9,7) (11,9)
0 null null
1 (10,3) (9,2)
2 (3,13) (4,13)
3 (13,14) (14,14)
0 (11,9) (12,10)
1 (13,3) (15,3)
1 null null
2 (2,13) (2,14)
3 (11,13) (11,14)
0 (12,10) (13,10)
1 (13,7) (14,8)
2 (4,13) (4,12)
3 (11,14) (11,15)
0 (13,10) (14,11)
1 (9,2) (9,1)
2 (6,8) (6,9)
3 (10,14) (11,13)
0 (14,11) (15,11)
1 (10,1) (9,0)
2 (2,11) (1,10)
3 (14,14) (13,13)
0 (15,11) (15,10)
1 (14,3) (15,4)
2 (5,9) (4,8)
3 (10,12) (9,12)
0 (15,10) (15,9)
1 (9,0) (8,1)
2 (2,14) (2,13)
3 (11,12) (10,12)
0 (15,9) (15,7)
0 null null
1 (9,1) (10,0)
2 (4,12) (4,13)
3 (8,8) (9,8)
0 (15,7) (15,6)
1 (10,0) (9,1)
2 (4,8) (3,8)
3 (14,15) (13,15)
0 (15,6) (15,5)
1 (14,6) (12,4)
1 null null
2 (7,14) (7,13)
3 (10,8) (9,9)
0 (15,5) (14,4)
1 (11,1) (10,1)
2 (5,15) (4,15)
3 (7,15) (7,14)
0 (14,4) (15,5)
1 (12,4) (14,6)
1 null null
2 (1,10) (0,9)
3 (9,8) (10,9)
0 (15,5) (14,4)
1 (8,1) (9,2)
2 (7,13) (6,13)
3 (9,12) (8,12)
0 (14,4) (15,5)
1 (15,4) (15,2)
1 null null
2 (0,9) (0,8)
3 (11,13) (12,14)
0 (15,5) (15,4)
1 (10,1) (10,0)
2 (6,15) (5,14)
3 (12,12) (14,10)
3 null null
0 (15,4) (14,3)
1 (15,3) (15,4)
2 (6,13) (5,13)
3 (13,15) (14,15)
0 (14,3) (15,3)
1 (11,0) (12,1)
2 (3,12) (2,12)
3 (11,15) (10,14)
0 (15,3) (15,1)
0 null null
1 (15,0) (14,1)
2 (0,8) (1,8)
3 (10,14) (9,14)
0 (15,1) (15,0)
1 (13,5) (12,5)
2 (5,13) (6,12)
3 (10,9) (12,7)
3 null null
0 (15,0) (14,0)
1 (9,1) (10,1)
2 (1,15) (2,15)
3 (10,12) (10,11)
0 (14,0) (15,1)
1 (12,5) (11,6)
2 (0,14) (1,13)
3 (14,10) (13,10)
0 (15,1) (15,0)
1 (10,5) (11,4)
2 (6,9) (8,9)
2 null null
3 (12,14) (13,14)
0 (15,0) (14,0)
1 (11,6) (10,6)
2 (1,13) (1,12)
3 (13,10) (14,10)
0 (14,0) (15,1)
1 (14,1) (13,0)
2 (4,15) (3,14)
3 (9,14) (10,14)
0 (15,1) (15,0)
1 (10,6) (9,6)
2 (2,12) (2,11)
3 (10,11) (9,11)
0 (15,0) (14,0)
1 (10,0) (9,0)
2 (3,8) (3,7)
3 (13,11) (13,12)
0 (14,0) (15,1)
1 (9,0) (8,0)
2 (1,14) (1,15)
3 (12,7) (13,8)
0 (15,1) (15,0)
1 (14,6) (14,7)
2 (1,8) (1,9)
3 (8,12) (7,12)
0 (15,0) (14,0)
GAMEOVER 
WINNER Player-1
